"ppn" "nt" "X" "Y1" "Y2"
1 52 1 3.39477612228171 1.94824840864217
1 53 1 2.25470508501707 1.15925615256105
1 54 1 2.50966477420308 2.49535977640797
1 55 1 1.29732595374245 3.36027663617691
1 56 1 2.09414968134799 2.34847224822627
1 57 1 2.51376989744116 1.23050039891587
1 58 1 2.78740956680099 0.69163007653689
1 59 1 4.13606327471384 2.78816576405603
1 60 1 2.57174452118776 0.890606523825212
1 61 1 2.83997454527481 1.04824431586166
1 62 1 3.76622462458689 0.912638200930984
1 63 1 3.9475123624306 0.655593480535662
1 64 1 4.85327641424007 2.3322357847971
1 65 1 4.37653417207327 0.907181407412668
1 66 1 1.70275732957229 1.83040083150703
1 67 1 2.57219253098247 2.36776498135912
1 68 1 2.8632573156887 1.03476559841286
1 69 1 2.30133868673056 2.06573214853806
1 70 1 1.45308873375131 3.38675468738629
1 71 1 2.59088730039737 2.30934031843535
1 72 1 1.19803377777327 2.00931640513614
1 73 1 1.75034394332388 2.96893628114906
1 74 1 2.42289420534741 2.09336784135757
1 75 1 2.19208624655154 1.36295739604232
1 76 1 0.889158692662035 1.62064814550275
1 77 1 2.61089979368183 -0.21796186369868
1 78 1 3.94679458937878 1.28861869291037
1 79 1 3.54966641036178 1.91790292149913
1 80 1 3.82339758803253 2.38438923703139
1 81 1 4.65274134922446 1.60658536535351
1 82 1 3.36966343185789 1.36403465482088
1 83 1 2.14850495137899 0.638272371051323
1 84 1 3.72379069569404 3.73196543163716
1 85 1 4.53439820367197 3.11255651485955
1 86 1 4.40032497787541 2.94093564296161
1 87 1 2.74763912875289 3.68111520475895
1 88 1 2.7324151020691 2.38926939433277
1 89 1 3.36357873258355 4.24307847910444
1 90 1 2.80989922622777 1.79929317297797
1 91 1 2.42521314770416 0.892689457881553
1 92 1 3.28695216079396 1.09910391562843
1 93 1 3.0238198489546 2.92161497755985
1 94 1 3.02340286424238 4.22402674748362
1 95 1 1.90252026145922 1.06471068321717
1 96 1 3.16139503236212 1.44815895665101
1 97 1 5.23008537571698 1.70725446495433
1 98 1 4.94943593008759 2.10138400771725
1 99 1 4.01573913455603 1.95850611230453
1 100 1 2.71309898361183 2.371166183513
2 1 1 4.10831229259329 1.97667310518346
2 2 1 2.3089548467838 1.29021828802588
2 3 1 4.39513290666767 0.766669691213408
2 4 1 0.998797652606191 1.04686187069413
2 5 1 0.795031182970071 1.85275653659133
2 6 1 1.34201526027276 0.750203883053726
2 7 1 3.61344312255114 1.25152420014303
2 8 1 2.29195952943015 0.314487608616798
2 9 1 2.87427030272145 0.954279178890311
2 10 1 1.88756303679233 2.71086737206276
2 11 1 3.19686351583483 2.51927405345886
2 12 1 2.91117984722692 1.463583827266
2 13 1 2.71133373524474 1.66881511454645
2 14 1 1.01646365505688 2.29104135798978
2 15 1 3.88532445832958 2.94681156839818
2 16 1 4.793941564619 2.83322900729955
2 17 1 4.39152286717768 3.10650379680073
2 18 1 3.94966915529126 2.436063434751
2 19 1 4.22158020667606 3.74291590433736
2 20 1 3.87208851953578 3.82364711340483
2 21 1 4.94091472105853 -0.195684907864986
2 22 1 4.03009509880399 2.80561263177406
2 23 1 4.8987066162941 0.840626630533509
2 24 1 1.56145468562698 3.39225474051525
2 25 1 1.57119474756355 2.4176745278861
2 26 1 2.99817950919413 2.45082187380896
2 27 1 3.51174010122964 3.57913421578689
2 28 1 3.48743957274897 4.0097440884229
2 29 1 3.97977669425819 2.77087027336883
2 30 1 2.97523589958329 3.13651845375401
2 31 1 3.90362247068213 2.23817752763858
2 32 1 3.99897314212435 1.84057261662814
2 33 1 3.64516316730427 1.48439955555284
2 34 1 3.01975989694966 1.2763679354408
2 35 1 0.616602926760411 1.16809850337054
2 36 1 0.446641429965297 3.31069406512714
2 37 1 4.62205014235338 4.82003792738992
2 38 1 4.5921755231641 2.4806355585887
2 39 1 5.08939207616803 1.42235274219785
2 40 1 3.4729928537835 2.01947767867256
2 41 1 2.72828799048968 2.74193996697542
2 42 1 0.896042233312804 3.55760078422755
2 43 1 2.5716408789931 3.79077682567718
2 44 1 2.96310637127086 3.79904083196301
2 45 1 2.47638057038903 3.12432176854547
2 46 1 2.58873995668127 3.00180931490528
2 47 1 2.22151648928404 4.06905242539545
2 48 1 1.53932131194353 1.88259314452372
2 49 1 1.77766198522551 1.93927914414152
2 50 1 1.95105117420343 -0.106208212089276
2 51 1 3.24819279655683 1.7636204543224
2 52 1 1.17808923971346 1.62565838636133
2 53 1 3.65033407404918 1.77119979586577
2 54 1 2.871229702119 1.6077964617229
2 55 1 1.2915408606344 3.43187648161192
2 56 1 3.62388883317505 4.57410467136557
2 57 1 4.92400904942439 2.81971789022241
2 58 1 3.40324086078938 2.56664737244785
2 59 1 3.01093791352247 0.842758991424833
2 60 1 2.30440273432127 1.51074323847446
2 61 1 3.39946237478376 1.28971704442815
2 62 1 3.26793027658599 2.11116985016033
2 63 1 1.80240583863729 0.936771373528825
2 64 1 1.92863136437253 3.08085189888846
2 65 1 2.64939277561138 3.39208096886815
2 66 1 4.14036464871177 2.13878216635662
2 67 1 4.39286094349506 1.64789474352431
2 68 1 3.13377649870655 2.9280151009665
2 69 1 4.63931420375007 1.29858605094062
2 70 1 3.33482356798404 2.65219313440106
2 71 1 3.40265208001998 2.21535429347453
2 72 1 3.74177816287812 3.7216890726716
2 73 1 2.66222900446396 1.35330348531228
2 74 1 3.7413894712596 3.48343618385403
2 75 1 1.97407064978536 5.25359024853061
2 76 1 3.36866923151007 4.5989462667169
2 77 1 4.95706244038022 2.84446606331746
2 78 1 3.12814648003705 2.9923140258583
2 79 1 4.41651920123342 3.0006433294799
2 80 1 2.15360673991915 4.22652024529411
2 81 1 2.84737242821839 4.46691665375356
2 82 1 2.77016611608161 3.86010942752041
2 83 1 2.50754663363206 2.48708884066652
2 84 1 4.27133275330597 3.2421297163536
2 85 1 3.25284367010462 4.52875043008253
2 86 1 3.0396162702949 1.99397861684255
2 87 1 3.13885857271267 3.0869851699082
2 88 1 2.40785740394456 2.36070541134304
2 89 1 3.02527563997659 1.27087228014082
2 90 1 1.5063784970438 1.67604810350759
2 91 1 1.76255414009768 2.34682234435001
2 92 1 3.03487223917977 1.49363571202538
2 93 1 4.01559018707104 2.94653154524604
2 94 1 3.66613167121989 2.26934906450869
2 95 1 3.06606054522128 0.53993646085596
2 96 1 1.65109666031224 2.37411927897085
2 97 1 3.10891994734655 2.72607050056753
2 98 1 2.33507561509295 3.91150403370231
2 99 1 3.99618497624958 3.78642360324657
2 100 1 4.47587164655209 3.04489074342998
3 1 1 2.76449994993122 1.5164748373034
3 2 1 3.03789549337892 2.18750186711885
3 3 1 1.44155700822492 1.81360993027304
3 4 1 2.22744525917452 2.26896779976809
3 5 1 2.42371066434405 1.68844041401105
3 6 1 2.9994870878682 0.58088257825928
3 7 1 2.78002465031579 1.28681735220303
3 8 1 2.51574983815394 2.34891442409787
3 9 1 2.83704405925352 2.34526454586926
3 10 1 3.20606421329375 3.70362586527372
3 11 1 4.3909059238964 3.33511854368046
3 12 1 2.90393292612167 0.664166686329659
3 13 1 2.8150358814374 2.70804766300258
3 14 1 1.75534486348083 2.34097312287978
3 15 1 2.81466648841111 1.57434535733305
3 16 1 1.90463018470152 1.47441309056717
3 17 1 2.28240479511526 1.54146217940602
3 18 1 2.50993471211143 1.47571886360873
3 19 1 1.88444879577008 3.51767541924995
3 20 1 2.18214329303872 2.38631025782249
3 21 1 3.26065517150486 2.16967072937084
3 22 1 3.40830951091131 2.84849966709701
3 23 1 2.57214674097498 3.1257195053485
3 24 1 -0.497752794702952 3.77717128955361
3 25 1 0.62103315464271 2.911550226058
3 26 1 3.67343843569524 2.1569688617101
3 27 1 3.67675446936267 1.18754708799981
3 28 1 3.88403396717014 2.55945362714232
3 29 1 2.1931650493763 2.54396349565445
3 30 1 2.76031310314905 1.24087138556074
3 31 1 1.91291412649265 1.6997619090692
3 32 1 4.29628698891939 1.68716215723061
3 33 1 4.23379321801565 3.34561741817055
3 34 1 3.97725034773165 3.52190165620093
3 35 1 2.82086441046721 4.33691203102425
3 36 1 2.56693213443682 4.61233141181302
3 37 1 1.70362979796161 3.64131898680515
3 38 1 2.47069627150584 1.33813317930489
3 39 1 0.97643931853743 1.14802838785216
3 40 1 2.40893296038626 2.85203616696912
3 41 1 3.27178505451344 2.5304945466972
3 42 1 3.45390778099822 5.16021487967418
3 43 1 2.73651689959665 2.60801507125342
3 44 1 0.657025575814056 3.00533987254209
3 45 1 0.155945014440679 3.14593633351192
3 46 1 -0.0424594761024339 1.2456147373251
3 47 1 0.459405597629826 0.416618584712069
3 48 1 0.224403229486129 0.619391625108715
3 49 1 1.40351216167391 2.66161581912523
3 50 1 2.38131360031406 1.53735275822014
3 51 1 2.90676627976536 1.91562297930557
3 52 1 2.5500544347988 1.83030179980761
3 53 1 2.85660153805374 -0.547538352969106
3 54 1 2.69325448808239 1.22658968090478
3 55 1 2.16884065667304 1.21060423796583
3 56 1 2.62218791774482 0.854837142673606
3 57 1 3.20738310019616 2.72742066892489
3 58 1 2.01140559753257 1.27931350172497
3 59 1 2.44442765324886 2.99010881013034
3 60 1 1.81883517655882 3.30443030815609
3 61 1 1.1017279698316 1.10501915106703
3 62 1 3.03891117832004 2.02241560327406
3 63 1 3.78574914480601 1.37908268791989
3 64 1 2.86211320521708 1.99509986837769
3 65 1 2.9328800748846 2.41767997447994
3 66 1 3.25701713455547 2.57952483394848
3 67 1 2.26034907033528 1.80073356714345
3 68 1 2.10964172110185 0.960887567191766
3 69 1 2.09449150713916 0.737591113272438
3 70 1 0.606560567522742 2.24482930154158
3 71 1 2.13453117559972 2.69367803125249
3 72 1 1.32538102184107 0.907985393200444
3 73 1 1.27614747521651 0.325010537593331
3 74 1 0.0788239178951375 3.56619169116358
3 75 1 0.10692232427957 2.5344614700986
3 76 1 1.17317926993828 2.2154424041788
3 77 1 2.43225547693594 0.499403916294702
3 78 1 2.62522247954183 3.12830852798046
3 79 1 3.01528348818565 2.04288163733724
3 80 1 2.16692450539143 1.19163613885817
3 81 1 1.84189424284279 1.91357646608239
3 82 1 2.96864202100705 2.04217192115404
3 83 1 4.27391628767146 2.69695300911283
3 84 1 3.86148802249174 3.24992953851077
3 85 1 3.52974354329298 2.97909009415486
3 86 1 2.7451269990013 1.96378385545789
3 87 1 3.03832327612746 2.70849936625031
3 88 1 2.63937912298705 2.49741968815238
3 89 1 4.52858374136094 2.76291824517167
3 90 1 4.06643761231752 1.92131897602945
3 91 1 2.70502336193265 2.61189677541145
3 92 1 2.24300230600715 2.69284787779961
3 93 1 2.01765109688331 4.45477045337973
3 94 1 1.39353820971771 3.38679308748287
3 95 1 3.03474200160961 2.29480815139149
3 96 1 1.45575489119464 2.14176009739858
3 97 1 2.65636321047023 2.7910027431516
3 98 1 2.04324565621697 3.27009857895487
3 99 1 4.56972894260967 3.08421533222203
3 100 1 2.78908503150542 3.18820407293914
4 1 0 1.88326100154471 1.90941996370058
4 2 0 2.53571555537716 1.45931615494728
4 3 0 1.25302433383371 0.715273523554461
4 4 0 1.80397573227294 0.443282605370408
4 5 0 3.09355520721432 1.22416734006171
4 6 0 2.36496631545475 2.26987454665928
4 7 0 3.23933220724249 0.670046869926276
4 8 0 2.23886090765319 4.70508058312711
4 9 0 1.49170285039337 4.19206979622162
4 10 0 3.42970291927826 4.65127215533575
4 11 0 2.79822646005968 4.6424382508349
4 12 0 0.618875108237871 2.89011166422924
4 13 0 2.9546262330631 2.30950234011468
4 14 0 2.33239488992187 1.01355614761099
4 15 0 1.15704680444486 2.69078900314431
4 16 0 0.456914904400789 2.38975666756317
4 17 0 2.48812365880289 1.91285467411676
4 18 0 2.3341513620816 3.46012875074724
4 19 0 4.33004094855195 1.87687690795811
4 20 0 1.50035580562943 1.56080266011424
4 21 0 1.45865148205592 1.83067460811095
4 22 0 1.66651497244714 1.65585533022591
4 23 0 2.21167222733311 1.29502856027708
4 24 0 1.87356604668987 1.62272636680974
4 25 0 1.79814104197217 2.439706445586
4 26 0 1.66481889957355 1.55350245544033
4 27 0 0.977434658368039 0.722155268902122
4 28 0 1.99576748000944 0.763160301142161
4 29 0 1.94330065230979 3.19111615347272
4 30 0 1.96893352878247 1.84741445868243
4 31 0 1.75039831556855 1.91047167693747
4 32 0 2.94636956508576 2.28998133064964
4 33 0 3.44388401100796 3.39728134097639
4 34 0 2.23573984836104 2.46089940968184
4 35 0 2.41545507356669 1.7966735545946
4 36 0 1.83470908849789 1.40944542109648
4 37 0 1.96861608134946 -0.377213422325992
4 38 0 1.51589758778373 -1.60021509712751
4 39 0 0.410444767219708 0.448685323598491
4 40 0 1.89339258784262 3.0533137961173
4 41 0 0.256423906843706 3.76371551168331
4 42 0 1.33604325197215 4.56858886777439
4 43 0 1.87204934658967 1.5072576209224
4 44 0 3.40592199446309 3.15182872214462
4 45 0 2.7549403506909 2.49783978949102
4 46 0 1.7190940907012 2.57405432222084
4 47 0 1.1544626815524 2.11212622281556
4 48 0 2.74376384433621 1.33914078614991
4 49 0 2.35868267015765 1.76858328741749
4 50 0 2.24020346784282 1.14050287062261
4 51 0 3.89125983572399 2.43147228706592
4 52 0 4.13768397408707 3.15280764058627
4 53 0 3.04555699436968 2.72106150573165
4 54 0 2.98138693534166 2.07623375765574
4 55 0 3.12364514319961 1.52510572396378
4 56 0 5.56672159031818 2.67424070531259
4 57 0 3.99624528476227 2.30747999619097
4 58 0 2.16811204342402 1.554727634696
4 59 0 3.27870337816298 2.6865018199418
4 60 0 2.49086113170083 0.595829339981208
4 61 0 1.72400042175931 0.0185545541360401
4 62 0 1.8068968079531 3.24928358829373
4 63 0 3.03889545229237 2.18319380848153
4 64 0 2.58151739479198 1.26644852309023
4 65 0 2.31996371326402 -0.360460240636213
4 66 0 1.69198116577144 1.66569382352326
4 67 0 0.617746091787867 2.70352753390349
4 68 0 2.66619806892635 -0.0126067529337051
4 69 0 1.54356205702362 1.57984386924476
4 70 0 3.06815392386898 1.24142473493559
4 71 0 -0.00787524795724082 0.770823887245623
4 72 0 2.83122659319411 2.18234966721186
4 73 0 2.25021487467966 3.3495636667854
4 74 0 2.26875488646783 3.64017170351391
4 75 0 3.32051656370275 3.15712467551664
4 76 0 2.56878258905334 5.50663201925454
4 77 0 3.73776547468286 3.83230191278549
4 78 0 3.66946956103395 2.83251813642712
4 79 0 3.50204767772744 2.19160305407168
4 80 0 3.59130258131444 3.28609220452067
4 81 0 2.99873907249362 2.78336226322455
4 82 0 3.92259900610754 3.82373708883121
4 83 0 4.15015242893776 4.0711159532367
4 84 0 3.92247664617778 3.0478300979261
4 85 0 3.25511534800262 3.63797458814942
4 86 0 4.63104160697054 2.3809577718199
4 87 0 4.12755647889086 1.42408558816768
4 88 0 2.51317915574027 3.16036834001534
4 89 0 2.15362195691104 3.02211043296767
4 90 0 3.04769298441693 1.02390779109257
4 91 0 3.03874260080712 1.89966814125728
4 92 0 1.48702662437823 -0.250676318698213
4 93 0 1.07782839760067 0.220844724431864
4 94 0 2.92035245793949 1.94919949873631
4 95 0 3.44282421584545 3.20372353826691
4 96 0 4.66867328580311 2.37458311182823
4 97 0 4.08246757423547 2.39292290046546
4 98 0 2.75715610125119 3.32898008231458
4 99 0 1.96126095850603 1.75766307121725
4 100 0 1.49387725130433 4.17644190975992
5 1 0 2.57660453551937 3.5568259369737
5 2 0 1.57280217017362 2.88114935172685
5 3 0 2.68280555067222 2.37736421718093
5 4 0 1.17555757140652 1.17424987154845
5 5 0 4.15580513850282 2.18620368034069
5 6 0 4.24298000895094 2.8746089472525
5 7 0 1.25381625662693 3.72944352618472
5 8 0 1.95081692720734 2.87530926644352
5 9 0 1.54456706467807 0.467860402419377
5 10 0 -0.00981120517525991 1.09506404848696
5 11 0 1.16977744746617 1.52981215484492
5 12 0 1.6228883197382 0.501599763066863
5 13 0 2.37014710044906 2.4350723902552
5 14 0 1.0989108934435 3.11468933262227
5 15 0 2.29951561556523 3.07958852395662
5 16 0 1.13127382662061 2.41491069285842
5 17 0 0.691681550816564 1.83206375539187
5 18 0 0.923919512914696 0.844034549268714
5 19 0 2.11917902288346 1.59486381823478
5 20 0 1.71917220334003 1.94652151262527
5 21 0 3.5697633665523 2.67234406531439
5 22 0 1.70443459024671 2.27151096559312
5 23 0 0.940971224578166 2.68639886381778
5 24 0 2.14750459290503 2.11437239218255
5 25 0 1.10351201562124 2.3307697150963
5 26 0 3.2219601810319 2.21612656419561
5 27 0 -0.0193393464797365 2.47224990237173
5 28 0 3.85781877504789 1.10727790306096
5 29 0 0.0858994902600361 1.66963024026055
5 30 0 0.838407673261315 2.95868191459455
5 31 0 2.13768539814923 1.94158897696794
5 32 0 2.78272472602673 1.39642741043253
5 33 0 1.40262517771972 1.02359739683812
5 34 0 -0.323392001675673 0.933601699564552
5 35 0 3.06590641514699 2.15602051295555
5 36 0 2.29003483502851 3.21509006575925
5 37 0 1.86017230958725 2.15495977841757
5 38 0 2.98458703083835 2.66964593364109
5 39 0 -0.558250159650184 1.5550397449573
5 40 0 1.17892269277513 2.7549525931545
5 41 0 2.77412007631291 2.78131499658173
5 42 0 1.91540944857424 2.68179806886648
5 43 0 0.194253840917868 4.38620755139269
5 44 0 0.685281859690086 2.81003230024528
5 45 0 0.343961593450695 3.75924714558553
5 46 0 3.98311477033412 2.56050779820261
5 47 0 2.88012042334087 1.93850862164002
5 48 0 1.97406269953954 2.98619433856581
5 49 0 1.44752107814224 2.39467788847318
5 50 0 0.215830880328619 3.4020745712037
5 51 0 0.864713182465223 2.02782804097622
5 52 0 2.21199357863866 3.08958383585808
5 53 0 1.88452335468057 3.93633541688475
5 54 0 1.94802825302165 1.42922508413194
5 55 0 3.61403418826605 0.574997214074635
5 56 0 2.77135959482836 0.410294134574395
5 57 0 3.96658378309004 0.324141891910266
5 58 0 1.99462833281324 3.20619710479031
5 59 0 1.74367852254334 2.65936663367201
5 60 0 3.08401826512801 1.69053702258847
5 61 0 0.463797712237703 2.82200405622923
5 62 0 2.15598258475947 1.9818158078539
5 63 0 2.28353044020829 1.77610006563918
5 64 0 1.41080759874212 1.99548259763232
5 65 0 2.35325634064899 1.71725971948917
5 66 0 1.05674862604614 2.06990808755037
5 67 0 3.96869586823128 2.5726564068973
5 68 0 2.67648093496845 2.68471083806883
5 69 0 1.94112497440287 3.52969709265049
5 70 0 2.393075598932 2.99234283055059
5 71 0 1.27689083458675 2.80544575161616
5 72 0 1.68107747448993 2.81514214929218
5 73 0 2.46670917096622 1.67918350103355
5 74 0 5.45406449466776 1.49254615304462
5 75 0 2.70560771153766 3.39193271222899
5 76 0 1.33660328497868 3.08406506729167
5 77 0 3.59220997800481 2.76796154592482
5 78 0 2.11581253405547 3.63907875269309
5 79 0 2.50113502514502 2.97231313286904
5 80 0 3.30106415711019 2.15101363342749
5 81 0 2.11946854135034 2.22714504244579
5 82 0 2.86525749494566 4.64136962427794
5 83 0 2.27400705586703 3.84598229564888
5 84 0 3.20960927014024 2.83567772185332
5 85 0 4.78391607166605 2.47344961914183
5 86 0 3.30314750305292 2.9332723244518
5 87 0 2.8361217532009 0.484550254543945
5 88 0 2.99387198209819 2.51948853425288
5 89 0 3.60593644167476 3.89370299834195
5 90 0 2.10490639263521 3.61589225201143
5 91 0 3.41963452630942 1.31426358414689
5 92 0 3.00245995042957 1.14228437116737
5 93 0 2.19598173745048 3.31434215159945
5 94 0 2.80735617692391 2.68564114890304
5 95 0 2.45380363913093 3.64310783187634
5 96 0 0.987636756157746 2.25723983233588
5 97 0 3.3953331230173 1.51650878650057
5 98 0 2.54020504690431 4.99720465095344
5 99 0 3.71279598101522 5.49646024403835
5 100 0 4.11858650343333 1.30783473152003
6 1 1 3.39337353825589 2.60312928729715
6 2 1 4.83813963652497 4.31245118700231
6 3 1 4.34111042110718 2.0193398199359
6 4 1 4.55361967798811 2.40305205130883
6 5 1 3.13190547117861 1.73148186886333
6 6 1 2.49799320632495 1.48478592532712
6 7 1 1.77270778482938 2.82854755582885
6 8 1 3.67152874161472 1.90656950438759
6 9 1 4.45524388128939 2.6097680746234
6 10 1 4.12998378805321 1.70339651391758
6 11 1 4.29338809106703 2.77565971153539
6 12 1 2.97269250502195 1.4787521727762
6 13 1 0.739626144933672 1.80215999852458
6 14 1 2.55136621796729 1.91099976324059
6 15 1 3.84638272264867 0.351166977231428
6 16 1 1.25206620994239 0.964955275502463
6 17 1 2.68659490869094 2.65854389308285
6 18 1 1.80371722753776 2.47101857100578
6 19 1 3.83854881403589 2.40862813290488
6 20 1 3.95726569205093 0.889496276323537
6 21 1 5.30680357716095 0.809184478310459
6 22 1 4.0613882643609 1.10192657033325
6 23 1 2.86791494928532 3.10557553395199
6 24 1 2.68011150731944 3.90163159603518
6 25 1 1.73037635954774 3.10389918171822
6 26 1 2.57025233735917 3.03587203132291
6 27 1 3.43900422641407 2.96658427471008
6 28 1 3.81526837097786 3.71790008884075
6 29 1 3.2200721711622 0.407924406068244
6 30 1 2.50287081093032 0.982260313338459
6 31 1 3.64711630247388 3.2533617460571
6 32 1 3.96903779362672 1.97733754335366
6 33 1 3.89738158995847 2.21896462859966
6 34 1 3.03221293960019 2.39584385038199
6 35 1 2.42880401372911 1.9246448782501
6 36 1 3.44223793112908 2.54998744688411
6 37 1 3.75209904112214 1.19975631196078
6 38 1 5.38057253419519 1.37741791016456
6 39 1 5.26800231014687 1.4683722842853
6 40 1 2.99933515325104 4.14104278663971
6 41 1 3.71699725431831 4.14368420236204
6 42 1 4.00493339437457 2.55969185952928
6 43 1 4.69073073333012 1.6737440457796
6 44 1 3.47781591170153 1.09016003390331
6 45 1 4.72921461794555 1.91739908541559
6 46 1 3.1760138877573 1.56381433832937
6 47 1 3.68215627424348 2.97796262664606
6 48 1 2.57561866447724 3.40241440541462
6 49 1 2.60606517203918 2.17422875775758
6 50 1 2.89230240500641 0.725370163825846
6 51 1 2.09531466623104 0.831089200312447
6 52 1 2.42718164962672 2.99357584845592
6 53 1 2.21050974387148 2.09380909029444
6 54 1 1.70892381260712 2.6441253390916
6 55 1 2.47362579551102 1.8766885282578
6 56 1 2.290275062111 2.6102985117035
6 57 1 3.02814370210702 2.68499823794998
6 58 1 3.33400154465023 2.09927635381796
6 59 1 4.07436675669191 1.49097763289467
6 60 1 2.92152574402196 2.42000929615197
6 61 1 3.00528519678199 2.42946919341992
6 62 1 3.57463631513109 1.54672074668928
6 63 1 4.05666010370971 4.0381837831469
6 64 1 4.27295921919027 2.18952516792766
6 65 1 3.40604722637889 0.394119185216742
6 66 1 4.04719618457742 -0.216472715189484
6 67 1 2.97680548495604 2.02465330758522
6 68 1 2.06572928578454 1.37507674442216
6 69 1 2.70656246980654 1.61805134926707
6 70 1 2.36383186310076 1.7238938009079
6 71 1 3.36594502594195 0.32466272961135
6 72 1 3.99908497137455 2.95417157443569
6 73 1 2.56363221781156 2.39381664394054
6 74 1 3.44578746776422 2.20956167371761
6 75 1 4.85794277714723 2.90236308378543
6 76 1 4.57269036735087 3.91399547522313
6 77 1 3.69283900360425 1.05373143505191
6 78 1 2.78634479786285 0.856427154284305
6 79 1 1.72179729890928 2.66075605244343
6 80 1 2.77206842448044 2.20148402800681
6 81 1 1.14555389231646 1.50773978349119
6 82 1 0.573894279963647 1.1046616311637
6 83 1 2.05239334709993 1.83206676610973
6 84 1 4.45569417203655 1.66101646431716
6 85 1 1.07900044579067 1.32629723057571
6 86 1 4.01278133701026 0.820038511543226
6 87 1 4.65874632009134 2.05634788866622
6 88 1 2.84815515376833 2.46118737897454
6 89 1 3.93263574942011 1.50592251908438
6 90 1 2.15325812301871 2.59893355317826
6 91 1 2.66478629840497 0.999814964118782
6 92 1 3.01353510801116 2.41672308649032
6 93 1 4.83829730093667 4.14161004723211
6 94 1 3.65893850774889 2.058928302502
6 95 1 3.31606241810751 0.446135585400961
6 96 1 2.63845794685639 2.5116120388623
6 97 1 2.59420831915058 1.46749136563466
6 98 1 3.28023499643956 3.06420497544907
6 99 1 4.05762742735358 2.45504925015765
6 100 1 4.99784190918813 1.55080269171599
7 1 0 3.62290534927307 -0.129329615259834
7 2 0 2.65113148612506 0.649439694281134
7 3 0 2.08166531078194 0.580721998233369
7 4 0 2.76895142507154 1.1442066307993
7 5 0 1.82177983345582 -0.183610076444376
7 6 0 1.40870359298242 2.00889117977991
7 7 0 2.88375271752001 0.0624385449364429
7 8 0 3.15187502605123 1.21651556701152
7 9 0 1.45031307047052 -0.137577082224348
7 10 0 2.60584651994189 1.36419806280315
7 11 0 2.30036612234277 1.7841941405812
7 12 0 1.86129212816621 2.23206224345277
7 13 0 3.57724397458253 -0.118175454978637
7 14 0 1.94429637835463 0.315476601972559
7 15 0 2.7812219556919 0.923121656893184
7 16 0 3.05275612875376 1.63486201270001
7 17 0 4.75428103678069 0.906054609898339
7 18 0 2.1605717919063 2.20810624116774
7 19 0 1.91858877914331 2.17612978292621
7 20 0 3.06176009646893 1.14245395492847
7 21 0 3.13656244667619 2.14747025734247
7 22 0 2.30446035810164 2.55369160813953
7 23 0 1.65115140166679 -0.873097191958277
7 24 0 2.66497119847181 1.31875871280467
7 25 0 2.65522175288942 0.502599050557671
7 26 0 3.97150075665468 1.74005061246832
7 27 0 2.60399151757166 1.93294351790969
7 28 0 2.67086083351229 4.08801957422556
7 29 0 3.92961218583937 2.00695672443465
7 30 0 2.30557988169586 2.27089884714103
7 31 0 1.72234096985202 3.77908663241154
7 32 0 3.93341137763246 3.74557779119161
7 33 0 2.63990156521749 2.24216189309021
